dim_distribution_id,distribution_id,dim_country_id,dim_source_id,distribution_channel_code,distribution_channel_name,local_sales_channel_1,local_sales_channel_2,distribution_point,commission_percentage,kick_back_percentage,distribution_owner,distribution_logic,distribution_logic_priority,channel_type_code,channel_type_name,is_distribution_owned_by_stage,discount_percentage,providing_customer_data_code,providing_customer_data_name
-206,-206,3,36,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-205,-205,2,36,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-204,-204,1,36,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-203,-203,7,8,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-202,-202,6,8,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-201,-201,5,8,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-200,-200,4,8,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-199,-199,3,8,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-198,-198,2,8,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-197,-197,1,8,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-196,-196,7,37,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-195,-195,6,37,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-194,-194,5,37,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-193,-193,4,37,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-192,-192,3,37,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-191,-191,2,37,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-190,-190,1,37,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-189,-189,7,9,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-188,-188,6,9,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-187,-187,5,9,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-186,-186,4,9,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-185,-185,3,9,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-184,-184,2,9,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-183,-183,1,9,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-182,-182,7,33,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-181,-181,6,33,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-180,-180,5,33,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-179,-179,4,33,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-178,-178,3,33,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-177,-177,2,33,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-176,-176,1,33,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-175,-175,7,7,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-174,-174,6,7,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-173,-173,5,7,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-172,-172,4,7,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-171,-171,3,7,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-170,-170,2,7,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-169,-169,1,7,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-168,-168,7,31,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-167,-167,6,31,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-166,-166,5,31,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-165,-165,4,31,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-164,-164,3,31,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-163,-163,2,31,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-162,-162,1,31,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-161,-161,7,6,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-160,-160,6,6,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-159,-159,5,6,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-158,-158,4,6,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-157,-157,3,6,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-156,-156,2,6,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-155,-155,1,6,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-154,-154,7,26,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-153,-153,6,26,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-152,-152,5,26,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-151,-151,4,26,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-150,-150,3,26,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-149,-149,2,26,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-148,-148,1,26,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-147,-147,7,12,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-146,-146,6,12,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-145,-145,5,12,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-144,-144,4,12,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-143,-143,3,12,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-142,-142,2,12,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-141,-141,1,12,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-140,-140,7,5,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-139,-139,6,5,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-138,-138,5,5,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-137,-137,4,5,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-136,-136,3,5,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-135,-135,2,5,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-134,-134,1,5,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-133,-133,7,24,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-132,-132,6,24,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-131,-131,5,24,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-130,-130,4,24,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-129,-129,3,24,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-128,-128,2,24,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-127,-127,1,24,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-126,-126,7,25,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-125,-125,6,25,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-124,-124,5,25,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-123,-123,4,25,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-122,-122,3,25,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-121,-121,2,25,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-120,-120,1,25,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-119,-119,7,13,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-118,-118,6,13,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-117,-117,5,13,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-116,-116,4,13,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-115,-115,3,13,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-114,-114,2,13,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-113,-113,1,13,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-112,-112,7,2,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-111,-111,6,2,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-110,-110,5,2,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-109,-109,4,2,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-108,-108,3,2,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-107,-107,2,2,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-106,-106,1,2,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-105,-105,7,27,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-104,-104,6,27,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-103,-103,5,27,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-102,-102,4,27,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-101,-101,3,27,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-100,-100,2,27,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-99,-99,1,27,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-98,-98,7,30,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
-97,-97,6,30,_N/A,_N/A,_N/A,_N/A,_N/A,0,0,_N/A,_N/A,99999,_N/A,_N/A,0,0,0,Customer Data NOT Provided
